[individuals]					
166					
[landmarks]					
37					
[dimensions]					
3					
[names]					
M	18	286	2.1	2.626679808	M
F	19	283	3.15	6.256870056	M
F	16.5	280	2.3	3.098896957	M
F	21.5	280	3.6	9.076264332	M
F	17.5	284	2.45	3.507980217	M
F	25	288	3.6	9.076264332	M
M	19	290	2.05	2.520328413	M
M	17	290	2.4	3.365945932	M
M	40	355	3.5	8.356167475	M
F	27	300	3.95	12.12152148	M
F	26.5	296	4.4	17.58357327	M
F	20.5	281	2.5	3.656007985	M
F	25	300	3.65	9.459259407	M
F	20.5	286	2.65	4.138635089	M
M	29.5	337	2.85	4.88266733	M
F	17.5	290	2.55	3.810282144	M
F	25	297	2.55	3.810282144	M
F	25.5	290	4	12.6330186	M
F	22	278	3.05	5.760459606	M
M	29	322	2.75	4.495284011	M
F	22.5	287	4.2	14.90414735	M
M	27	325	3.1	6.003536226	M
M	32	325	3.45	8.017835387	M
F	17	280	2.45	3.507980217	M
M	22	312	2.55	3.810282144	M
F	18.5	266	2.6	3.971066278	M
M	30.5	332	2.7	4.313274874	M
F	18.5	276	2.55	3.810282144	M
F	20	278	2.8	4.684973466	M
M	25	304	2.7	4.313274874	M
F	19.5	279	4	12.6330186	M
F	21	286	2.95	5.303433597	M
M	20	309	2.15	2.737518959	M
F	20.5	282	3.85	11.15981861	M
F	26	305	3.9	11.63073433	M
M	18	295	2.3	3.098896957	M
M	12	276	1.35	1.413048719	M
F	19	280	2.75	4.495284011	M
F	18	281	3.05	5.760459606	M
F	14	267	1.95	2.320369432	M
M	35.5	354	2.9	5.088703367	M
M	21.5	305	2.25	2.973426006	M
M	16	297	2.05	2.520328413	M
F	18	279	2.1	2.626679808	M
F	17.5	277	2.7	4.313274874	M
M	47	351	4.25	15.53306414	M
M	28.5	328	3	5.527224892	M
F	8.5	243	1.2	1.248265983	M
F	9.5	253	1.4	1.47267575	M
F	25.5	293	4.25	15.53306414	M
F	23	296	3.9	11.63073433	M
F	14.5	262	1.55	1.667082665	M
F	18.5	285	2.75	4.495284011	M
F	20.5	279	2.85	4.88266733	M
M	13	272	1.8	2.049779453	M
F	17	262	2.4	3.365945932	M
M	26	312	2.75	4.495284011	M
M	31.5	318	2.7	4.313274874	M
M	30	325	2.95	5.303433597	M
M	25	311	3	5.527224892	M
F	21.5	285	3.05	5.760459606	M
F	20.5	275	3.45	8.017835387	M
F	23.5	300	3	5.527224892	M
F	22	299	4.15	14.30069471	M
F	11	252	1.9	2.22642021	M
F	8	244	1.3	1.35583592	M
F	24.5	297	3.65	9.459259407	M
M	18	297	2.25	2.973426006	M
M	29.5	321	2.95	5.303433597	M
M	10	244	1.6	1.737429277	M
F	17	270	2.45	3.507980217	M
M	17	298	2.35	3.22966246	M
M	41	345	3.3	7.082835177	M
F	21	288	2.5	3.656007985	M
M	24	319	2.8	4.684973466	M
F	25	289	3.6	9.076264332	M
F	20.5	280	3	5.527224892	M
F	12	261	1.7	1.887153103	M
M	22.5	299	2.6	3.971066278	M
F	14	272	2.05	2.520328413	M
F	25	285	4.4	17.58357327	M
F	22	303	4	12.6330186	M
M	30.5	328	2.7	4.313274874	Q
M	27.5	326	2.6	3.971066278	Q
F	18	275	2.9	5.088703367	Q
M	21	307	2.05	2.520328413	Q
F	23.5	296	3	5.527224892	Q
F	24	285	4	12.6330186	Q
M	37	340	3.1	6.003536226	Q
M	32.5	332	2.8	4.684973466	Q
M	29	328	2.65	4.138635089	Q
M	38	345	3.5	8.356167475	Q
M	37	338	3.15	6.256870056	Q
M	33	328	3.45	8.017835387	Q
M	34	345	3.2	6.520893924	Q
M	31	332	2.85	4.88266733	Q
F	15.5	270	2.4	3.365945932	Q
F	25.5	307	3.2	6.520893924	Q
M	24.5	307	2.6	3.971066278	Q
F	26	292	3.85	11.15981861	Q
M	23	308	2.3	3.098896957	Q
F	25	297	3	5.527224892	Q
M	28.5	330	3.15	6.256870056	Q
F	19	285	2.6	3.971066278	Q
F	26	294	3.8	10.70796975	Q
F	25.5	292	4.2	14.90414735	Q
F	21.5	287	3	5.527224892	Q
F	21	290	2.9	5.088703367	Q
F	21	285	2.1	2.626679808	Q
M	33.5	335	2.65	4.138635089	Q
M	37	334	3.1	6.003536226	Q
F	20.5	285	2.6	3.971066278	Q
M	27.5	326	2.3	3.098896957	Q
F	22	305	2.4	3.365945932	Q
F	20.5	285	2.35	3.22966246	Q
M	30	312	2.7	4.313274874	Q
M	30	328	2.85	4.88266733	Q
M	26	325	2.1	2.626679808	Q
M	34.5	336	3.6	9.076264332	Q
M	28.5	318	3	5.527224892	Q
M	33	318	3.05	5.760459606	Q
M	29	321	2.95	5.303433597	Q
M	29	335	2.7	4.313274874	Q
M	37.5	327	3.5	8.356167475	Q
F	16	274	2.55	3.810282144	Q
F	27	298	3.7	9.858415891	Q
F	26.5	300	2.55	3.810282144	Q
M	30	336	2.8	4.684973466	Q
M	29	321	2.85	4.88266733	Q
M	27.5	333	2.1	2.626679808	Q
M	30.5	335	2.45	3.507980217	Q
F	27.5	309	3.7	9.858415891	Q
M	24.5	299	2.3	3.098896957	Q
					
[rawpoints]					
'M006					
251.7703	-5.2997	60.8309			
277.5948	-4.8766	53.9325			
282.5203	-6.9837	45.9888			
264.1795	-28.641	37.3675			
251.5157	-28.1016	45.3416			
226.0945	-25.5728	42.0867			
239.1351	-33.1026	34.0958			
276.1389	-20.3822	19.3524			
253.7561	-11.0568	9.5321			
296.0522	0.4549	26.3955			
292.2815	-2.9586	32.4307			
309.0191	7.4547	22.8777			
320.7613	9.981	19.9717			
317.1692	11.7792	45.4298			
299.943	8.5596	50.4533			
280.7242	0.8649	55.422			
211.2065	-2.0856	49.2563			
231.9949	1.848	62.6851			
278.3541	10.1597	55.3657			
325.8768	18.3926	41.025			
331.5798	18.7842	27.7292			
248.6254	14.3533	59.6575			
271.6003	22.715	52.8844			
275.4902	25.4949	44.1363			
251.8244	37.8924	34.0033			
239.6301	33.7286	42.2716			
217.049	21.1208	39.7401			
225.0808	32.3658	30.1893			
265.2401	31.7798	15.5532			
247.8849	14.2333	6.7614			
290.6267	22.2349	24.871			
286.6841	24.1753	32.445			
306.8113	20.2484	22.3464			
318.2071	23.2664	20.3186			
314.4975	22.2079	45.9559			
297.0505	19.3695	49.4086			
276.8948	19.0713	54.401			
'M009					
278.3249	-37.786	58.7236			
300.8099	-36.3257	56.0237			
306.3871	-38.486	47.559			
293.7012	-55.1646	33.2021			
279.6905	-57.094	38.7076			
255.9866	-56.5809	33.0095			
270.8477	-60.4079	26.8579			
306.0602	-44.0117	20.0018			
283.11	-35.6597	8.2294			
319.3899	-28.0129	32.49			
314.0333	-33.0648	37.5249			
336.4242	-20.0918	34.3757			
343.4926	-18.082	32.2972			
335.9621	-20.241	57.363			
324.0683	-23.4301	58.3677			
303.1172	-31.7741	58.8711			
238.7161	-36.6778	44.2396			
259.5155	-32.2684	58.8516			
303.8071	-21.4206	59.9606			
343.9299	-10.7077	58.6414			
351.7895	-9.6347	43.0209			
273.5656	-18.8571	59.4515			
294.5492	-10.3846	57.3097			
297.8359	-4.5241	48.9298			
278.4158	6.0525	36.9372			
264.7163	0.7823	42.168			
243.9639	-11.4675	36.5333			
254.6843	1.23	31.3904			
293.8367	2.7385	22.7993			
278.669	-12.7134	10.2839			
314.0737	-6.6998	33.0388			
308.6149	-5.4608	40.2915			
332.7874	-7.2702	33.8386			
340.6496	-4.2304	33.6728			
332.7959	-8.2143	58.0185			
317.2416	-12.068	58.2585			
298.3188	-13.1198	59.5512			
'M011					
282.1437	-12.0101	54.6846			
304.4777	-13.2439	44.6267			
307.9488	-13.8594	37.3241			
289.4998	-34.5809	28.1949			
277.7993	-33.4022	36.7353			
251.8265	-31.4993	36.4687			
264.3802	-36.8894	26.1713			
299.4663	-24.2079	9.7013			
273.9194	-13.664	0.8383			
319.4779	-6.1344	12.8194			
316.407	-9.1166	20.0265			
334.8629	1.0878	7.1739			
345.3847	2.6376	2.5409			
343.1945	2.3925	29.6275			
324.7375	-0.1681	37.3466			
308.5086	-8.5706	46.1524			
239.2706	-8.6618	48.1922			
262.764	-5.7689	58.2864			
304.8584	1.7335	46.7368			
351.1411	10.2123	25.062			
356.1763	11.5415	10.3436			
279.6684	6.4368	55.4758			
299.8577	14.749	46.1512			
303.0775	17.8002	38.0704			
276.8912	32.0214	30.797			
268.0346	26.2265	39.6559			
243.4677	15.6423	38.5362			
256.1506	28.4898	30.1118			
290.7759	25.366	10.6988			
271.336	10.0554	2.1016			
316.8833	14.7521	13.16			
313.6823	15.9562	20.111			
332.447	13.9178	8.2895			
343.4096	15.6271	2.707			
341.2218	13.8286	30.4778			
322.6213	11.5562	37.5538			
305.6255	12.2222	46.0853			
'M016					
307.1116	4.4179	65.8373			
337.0203	0.7196	57.1459			
344.2755	-4.8328	45.0221			
318.4585	-26.7835	35.9339			
303.2594	-22.9977	49.9209			
269.3717	-15.8908	44.4448			
284.9974	-27.646	34.7158			
333.5442	-18.565	10.0456			
300.6967	-1.4026	-3.4551			
363.981	7.6723	16.3794			
357.2213	1.2902	26.3447			
385.3782	16.1635	11.2248			
403.563	17.203	4.6302			
391.5316	16.6602	42.9921			
366.4682	13.4104	50.3028			
340.5103	6.2415	58.8818			
255.6494	9.5106	55.1536			
284.0373	12.9141	65.5586			
338.0481	19.1701	62.7003			
402.2732	27.3156	38.7699			
409.3369	27.7398	16.6259			
305.1382	26.0415	65.3716			
332.0157	36.779	56.9185			
337.3563	43.4368	44.2369			
308.065	58.4468	37.3399			
293.235	51.7476	50.2378			
261.534	35.4645	44.4543			
275.4156	51.7757	35.8274			
323.9092	53.1537	10.306			
297.0367	30.8531	-2.8275			
361.338	35.4098	15.732			
353.351	39.1038	25.5764			
383.529	33.1807	11.5023			
401.4558	36.0649	5.5698			
389.4491	34.6677	44.0124			
365.1966	31.2831	50.5991			
337.9941	32.4496	58.6513			
'M017					
270.4651	-33.5181	62.561			
297.3224	-37.7934	53.3772			
301.5483	-41.0632	43.9188			
275.8346	-61.4987	34.7164			
263.8511	-59.5071	46.5965			
231.775	-52.1091	43.5516			
246.1404	-61.7155	33.4209			
289.0674	-54.0575	10.1699			
261.7169	-39.1653	0.9691			
317.5322	-32.9221	18.563			
310.4731	-37.8028	26.837			
334.2494	-27.8571	13.1134			
347.6597	-26.5025	8.0229			
343.925	-25.2073	41.1288			
322.283	-27.2285	48.4249			
301.5189	-31.8671	56.1693			
222.4049	-27.3596	55.7655			
248.0746	-24.8142	64.702			
298.4834	-20.8533	57.6373			
356.3074	-16.3852	36.8455			
360.5084	-17.2875	16.1731			
267.8098	-12.8876	61.9207			
294.256	-5.4147	53.8607			
297.5707	-1.1187	43.251			
268.8242	14.4192	32.5985			
255.6661	10.4295	46.0869			
228.0247	-4.0101	42.9717			
239.8702	9.9978	32.9545			
284.6024	8.3749	9.0709			
259.4322	-10.532	0.8356			
314.459	-7.3316	18.8875			
307.64	-4.1946	26.7994			
331.2349	-10.8161	13.182			
347.1072	-10.3652	7.7306			
342.0416	-10.5736	42.6861			
320.2326	-12.4649	48.5516			
300.0034	-10.2486	55.6433			
'M018					
319.2414	-23.8122	68.4781			
346.2817	-25.7016	57.7602			
351.958	-28.5739	47.1835			
325.8894	-52.3983	39.4715			
313.6266	-50.1019	52.7598			
277.7377	-43.5804	50.6836			
292.8134	-54.3752	39.1656			
338.5386	-44.2268	11.9626			
305.8947	-28.2486	3.0424			
367.4804	-18.7417	18.6345			
362.9474	-22.6246	27.421			
386.8948	-11.494	11.6523			
402.9947	-9.4691	5.0624			
396.3273	-9.2587	43.2388			
375.5974	-12.9758	50.1765			
349.7489	-20.6323	60.0269			
266.3016	-19.3284	60.5594			
295.4581	-16.4932	70.2685			
349.3063	-8.908	62.0114			
406.6596	-0.5051	37.5841			
412.4051	0.5657	14.663			
316.4518	-2.7637	67.8046			
342.1837	6.2377	58.3974			
346.3799	11.4641	47.5509			
315.9515	27.3846	40.1797			
303.869	21.7111	54.2382			
272.4992	5.5518	51.9972			
283.8471	21.6051	41.4236			
328.7477	23.2385	12.8323			
301.5074	1.4429	4.3902			
363.6991	6.791	19.335			
359.5638	6.5371	28.6569			
382.7408	5.5397	12.9487			
401.6736	8.0474	5.5167			
394.4473	4.4712	40.9183			
373.2082	1.8809	50.419			
346.084	2.5633	60.4313			
'M019					
308.1606	5.3956	70.1181			
334.092	1.0875	62.2087			
339.4153	-2.7595	49.8518			
314.6727	-20.8467	40.0529			
300.2595	-16.7808	50.8429			
265.2087	-8.5937	47.3391			
281.8755	-22.5466	39.2524			
325.2421	-15.0292	12.7992			
297.7929	3.9871	3.4132			
359.4031	8.0666	21.1358			
352.5654	3.5734	29.5645			
374.6508	13.1307	16.2268			
394.4159	16.5551	7.4209			
388.5404	14.2118	48.3646			
365.3947	12.6413	55.8799			
338.6193	7.8937	64.6357			
255.8504	18.0392	60.9539			
283.9286	18.6938	70.7447			
338.6824	19.5473	65.8076			
399.6063	23.3433	43.1696			
404.5271	24.2822	20.9212			
305.1887	31.2559	70.4181			
334.4924	38.4006	60.3322			
338.4577	42.7191	49.7716			
311.9261	59.7912	41.9773			
298.5243	54.7924	53.367			
262.4725	42.4629	47.0884			
278.7733	59.1884	41.7376			
323.8419	54.5703	12.8107			
298.3151	35.2493	3.5006			
358.4206	34.1509	22.9734			
352.7047	37.7011	29.6938			
378.2589	31.1247	14.8545			
393.9216	32.162	9.6759			
385.0902	30.1693	49.0617			
362.5503	29.788	55.5615			
337.9926	32.3232	63.8332			
'M020					
320.795	-34.3679	63.8659			
349.1671	-33.9389	56.3462			
354.6218	-34.5229	44.163			
332.8564	-57.7659	31.9973			
316.2014	-58.0277	43.0444			
286.1424	-56.0761	40.3069			
303.898	-64.0764	29.8474			
344.2673	-45.5032	9.0571			
312.7507	-33.9035	-1.7935			
371.2204	-20.3923	15.3728			
364.5792	-27.279	24.361			
390.1154	-11.5033	13.1812			
403.862	-5.5656	5.7268			
396.8636	-9.9778	42.4552			
379.2961	-15.6674	48.9525			
353.0127	-26.6337	57.1622			
276.0914	-34.5827	55.566			
297.26	-29.5693	65.0321			
350.2935	-16.5448	60.1991			
407.3467	0.5296	37.0407			
411.5699	3.1062	16.4263			
315.6974	-14.896	65.9578			
341.756	0.0048	59.042			
344.471	5.5626	47.2925			
314.058	17.5346	40.5747			
299.5539	9.8715	51.8158			
274.3506	-8.9241	46.0443			
285.1399	10.0646	38.7919			
329.4272	16.1626	14.6843			
310.0522	-4.3764	3.6605			
365.9167	5.2873	18.1135			
357.2839	7.4901	28.684			
383.6718	6.3356	13.6992			
400.4646	10.6223	7.6044			
394.085	3.2113	42.9911			
376.8572	-0.4283	49.57			
347.921	-4.4156	60.0227			
'M021					
288.7907	-17.5947	63.31			
313.6854	-23.5612	54.3392			
319.0193	-26.5672	41.9066			
292.2073	-42.1454	32.8837			
279.8444	-39.0962	43.9355			
249.4518	-29.8315	42.3519			
261.695	-40.5274	31.7537			
305.8775	-35.1221	7.6048			
280.5501	-14.4586	0.5479			
338.1564	-17.7325	19.1857			
329.2355	-22.07	25.7462			
356.864	-12.9936	14.5045			
370.7638	-11.6097	7.5974			
366.2217	-14.5738	39.9499			
349.7814	-15.4085	46.5871			
320.9207	-17.8214	56.5001			
244.0209	-4.4153	58.0686			
267.9351	-6.777	67.5533			
318.5642	-7.3437	59.9841			
377.4727	-6.8393	37.4337			
381.153	-4.6417	15.7401			
289.8809	3.8979	64.5092			
316.4677	8.8328	56.5548			
321.3311	15.0028	43.9898			
295.4465	32.7573	40.1714			
282.5497	29.7486	51.2119			
252.8269	21.9218	47.6133			
265.437	34.0519	39.1815			
309.3618	29.1431	14.2161			
281.5122	13.2714	3.871			
338.9056	8.5225	20.9674			
331.3356	11.3219	29.0811			
353.9821	4.1646	16.8652			
371.2037	3.8307	8.0995			
365.5666	0.4559	42.2847			
350.0872	-0.2076	48.2684			
321.6153	2.6341	57.7983			
'M023					
290.3253	-31.4416	64.4879			
320.9769	-35.5738	55.8244			
327.1639	-39.0593	43.3801			
301.0028	-59.999	33.9782			
285.5342	-56.6336	45.52			
252.6909	-50.2306	43.9866			
269.0176	-61.6122	33.2525			
315.1406	-52.2241	10.64			
284.0267	-33.4749	0.1035			
342.8912	-28.3719	16.0131			
337.5543	-33.0386	27.9545			
362.1967	-18.9244	10.9864			
375.3664	-17.1899	6.0522			
370.3253	-19.7221	43.444			
349.4858	-23.1767	50.7262			
328.4842	-29.2194	57.1353			
240.6272	-25.9721	55.1584			
267.6597	-23.7712	65.2225			
323.6356	-17.5617	60.6711			
382.8594	-10.5499	37.493			
385.5202	-8.9266	16.5585			
286.9398	-11.1092	65.5063			
317.8766	-0.4423	57.0148			
322.5865	5.3246	45.0457			
292.8774	20.373	38.5745			
278.2402	15.181	50.4841			
245.5468	-1.9448	46.0755			
259.8499	16.3016	38.9484			
308.1944	18.165	13.3011			
280.5365	-4.0718	2.7689			
340.3309	-0.0321	18.0303			
334.0549	2.7982	26.8634			
358.634	-3.5538	13.2585			
374.359	-1.3841	8.1551			
369.8961	-4.1912	44.8519			
350.3816	-5.4383	51.4862			
323.8264	-4.7512	58.7864			
'M024					
290.1424	-35.6726	66.8828			
318.7637	-38.9109	55.7276			
322.9915	-41.5987	45.2672			
295.6205	-62.7287	39.2534			
282.9136	-60.2799	49.325			
254.2938	-54.5833	46.5801			
269.5085	-64.2384	37.2108			
310.1696	-54.1889	14.6961			
279.3342	-39.1706	2.9468			
338.6341	-29.6696	19.4401			
333.3426	-35.1426	28.9343			
358.4367	-22.2293	12.0363			
371.3609	-19.9794	5.7568			
365.216	-21.5623	40.5432			
343.2448	-25.7774	48.1619			
322.5073	-33.0448	57.6337			
241.0331	-31.1194	58.4639			
266.0847	-28.6375	68.5783			
320.1266	-21.3068	59.5568			
375.8958	-12.5011	37.6816			
379.6712	-11.8645	14.5567			
287.6096	-15.1814	68.0504			
313.1238	-4.2713	57.0754			
316.7224	0.1438	47.2103			
286.5579	13.9666	40.915			
274.2346	8.2753	50.7166			
247.7363	-5.9861	47.1618			
260.768	9.6847	39.3322			
302.8208	8.4304	15.5459			
279.2391	-11.2882	5.8303			
333.9518	-5.9929	18.3847			
329.4613	-3.9655	25.9504			
352.6555	-9.4405	12.8457			
368.5708	-5.6302	7.6301			
362.6065	-9.3345	40.988			
342.734	-10.6325	48.2479			
318.3304	-9.6163	58.2075			
'M025					
314.4319	-28.1565	55.6347			
338.1528	-29.785	45.5744			
343.0476	-31.6645	37.1566			
320.1437	-49.0607	29.4456			
309.3986	-48.2005	38.9771			
283.0936	-44.6683	39.6935			
296.7636	-51.734	30.457			
331.7595	-41.318	9.7885			
310.4608	-26.8562	6.5963			
355.5	-23.2785	15.9			
352.658	-26.5035	23.352			
373.8705	-18.0211	11.5969			
381.0796	-16.328	8.3615			
377.7408	-16.6438	34.5625			
361.0334	-18.9769	40.7884			
341.9417	-24.4934	48.352			
272.7353	-21.4654	50.4066			
297.9882	-19.5331	60.3588			
342.0542	-14.9899	49.162			
388.2387	-7.4313	31.7389			
394.0695	-7.6665	14.7961			
312.0567	-7.563	55.5932			
334.7861	-0.7699	46.7913			
339.1228	2.5902	38.7075			
314.0111	16.4144	31.0355			
303.3096	12.4089	41.3845			
279.185	3.5261	41.2841			
289.7558	13.1943	32.904			
325.9495	11.9047	11.773			
306.3705	-5.441	5.6755			
353.1945	-1.3823	16.7886			
350.1275	-0.2613	25.2552			
369.6841	-3.729	11.6768			
380.1588	-2.0218	8.2277			
376.0168	-3.82	35.9854			
359.3072	-6.4046	41.8346			
340.2421	-5.7409	48.9145			
'M026					
284.7332	-49.39	61.3912			
315.7551	-53.2321	52.3435			
319.4181	-56.3987	42.4202			
290.7939	-77.5026	32.8937			
276.2307	-74.6336	43.5425			
250.2202	-65.4875	40.6957			
263.7939	-76.0252	30.9242			
308.5789	-67.1885	7.7465			
276.8042	-50.6579	-1.5261			
336.5901	-45.2153	16.0408			
328.8148	-51.4771	23.5759			
355.5159	-38.9707	7.79			
371.4997	-38.2214	2.222			
364.8152	-38.3936	40.1529			
346.9416	-41.0536	47.56			
318.5654	-47.8629	56.1053			
238.3979	-41.198	53.9939			
263.582	-40.2658	65.0625			
312.9411	-36.5065	58.51			
377.8627	-30.0804	32.6948			
381.4854	-29.574	13.3998			
282.7112	-26.9963	61.7727			
312.9841	-19.1092	54.1562			
315.8507	-14.648	43.9981			
284.5311	3.1435	36.2383			
270.9463	-2.205	47.2654			
244.7969	-16.0157	42.9993			
258.7268	-0.7645	34.8138			
303.4057	-2.9584	10.7662			
274.3936	-21.207	1.3184			
333.8589	-20.5878	16.9433			
325.4292	-17.0087	26.5976			
353.2462	-24.1623	10.0042			
370.2134	-22.1809	4.2709			
363.4113	-25.1744	41.325			
349.5222	-25.8919	48.5614			
315.8975	-23.7586	57.1287			
'M027					
270.7483	43.0465	68.3807			
301.1068	33.7702	58.7984			
305.8871	29.1138	46.8398			
274.0267	12.8955	38.0994			
262.1117	17.5735	49.9341			
228.2759	32.4169	46.7807			
241.423	17.7024	36.8268			
292.6982	19.448	11.9751			
263.8347	42.6913	-0.6593			
329.5618	35.6179	18.345			
324.3218	32.82	30.0376			
344.3829	37.8742	15.2519			
366.1405	37.1118	6.805			
355.8103	37.8443	45.9849			
332.7066	39.1804	53.8567			
306.1603	37.0274	59.6159			
221.5417	58.5051	58.924			
246.2137	57.2495	70.1411			
308.6874	50.2823	63.2689			
371.8399	45.0283	40.8399			
376.6647	44.7332	20.4093			
272.5337	65.3517	68.2351			
305.4416	67.1999	60.0392			
310.0391	72.8758	47.0842			
282.6305	94.9515	41.4471			
269.22	91.5184	52.9213			
233.2673	84.8181	47.7228			
250.6803	97.0183	39.7367			
298.9605	87.5302	14.2836			
268.4522	72.7959	2.8706			
332.5864	63.1964	20.2322			
325.0424	68.3784	29.3062			
347.3798	57.4228	14.9897			
368.8258	54.9708	8.3018			
356.8436	54.0383	46.865			
334.9898	56.4255	54.0263			
309.6343	63.0032	60.6763			
'M028					
326.1891	-46.6925	66.2043			
349.8344	-56.5619	57.8147			
355.4753	-59.678	45.4754			
324.8252	-75.8115	36.3176			
313.4178	-68.4259	49.9114			
282.0383	-55.0448	47.4497			
295.5252	-70.5249	38.3107			
340.3016	-69.8329	12.2538			
310.792	-49.9279	0.9046			
373.712	-51.6318	17.9705			
366.153	-56.0348	25.3583			
394.0543	-47.2453	12.1172			
412.1111	-47.3329	5.8508			
404.903	-48.1065	42.6381			
380.5214	-47.828	51.2012			
355.4465	-50.7323	60.7593			
278.5446	-31.6903	60.7525			
306.8353	-35.3417	67.9982			
356.2062	-37.8748	62.6736			
419.6943	-41.1276	39.1716			
422.8643	-40.4549	17.0003			
327.5626	-27.1352	67.3212			
352.8818	-19.7682	59.9394			
358.5947	-15.3842	47.687			
332.8495	5.3236	41.3547			
320.4684	-0.4188	53.899			
287.6139	-8.6962	50.3245			
302.7503	5.1753	41.8091			
346.7881	-1.0315	15.9108			
315.4562	-15.174	3.9734			
375.6538	-22.8283	19.8005			
370.247	-20.8123	26.9966			
396.9383	-28.7964	13.5225			
413.848	-30.5675	7.5578			
406.2958	-32.6849	42.9432			
385.6465	-30.744	50.3717			
357.6495	-25.4745	62.1908			
'M029					
309.5746	-4.1354	61.9694			
337.1647	-4.3653	53.4005			
342.1464	-6.5913	42.7822			
320.668	-27.733	31.5478			
305.8501	-26.5119	41.4916			
275.5161	-23.7137	39.1719			
291.6061	-30.8386	29.4126			
333.5336	-14.6194	8.8073			
303.6175	-3.4084	0.3957			
358.368	8.2199	19.9544			
351.5989	3.0269	24.6507			
377.7634	17.2788	14.9001			
390.4752	20.4201	10.6288			
379.8197	14.2834	44.7994			
362.4146	10.6063	50.0797			
341.6952	1.8028	55.5875			
262.4356	-1.7044	52.4668			
287.1143	2.1694	63.5766			
338.7043	12.9015	57.7299			
392.2367	25.7175	41.3924			
399.1476	28.5006	24.0831			
306.0977	16.166	63.6922			
330.1984	28.5986	56.2112			
333.637	34.2935	47.21			
305.2935	48.2041	40.1319			
292.4864	40.0492	49.8614			
265.9106	24.9808	44.6671			
278.8622	41.1459	37.6507			
322.7464	44.9526	15.5996			
298.6914	25.8642	4.1912			
353.5627	30.6688	21.8333			
345.1186	34.151	28.9227			
374.9553	31.4602	15.8007			
388.3499	35.8137	13.4167			
376.5486	29.9505	46.5702			
360.1591	26.0811	51.6454			
338.2439	24.0658	57.1074			
'M030					
302.6013	-14.2727	60.8429			
330.4295	-17.6885	53.7269			
334.4413	-20.5174	45.8647			
309.1914	-39.21	37.2476			
298.2297	-35.5166	45.8683			
270.64	-31.2175	41.1642			
284.1197	-40.5767	34.382			
322.1832	-32.0518	13.3068			
298.3534	-18.1679	4.982			
348.9969	-12.7648	22.0308			
343.9326	-16.5106	29.4579			
367.7541	-8.081	14.6669			
377.9679	-7.0024	10.226			
377.484	-6.457	38.1164			
363.0082	-7.751	43.9362			
335.0281	-12.1812	55.4941			
261.8131	-6.6482	51.3403			
